video_id,creator_id,upload_date,category,duration_seconds,days_since_upload,view_count,like_count,comment_count,share_count,has_music,has_text_overlay,has_effects,has_voiceover,is_vertical,video_quality,trending_score,avg_watch_time_seconds,retention_rate,engagement_rate,hashtag_count,description_length,top_country,is_monetized,language
video_0020278,creator_00126,2025-05-06T04:54:30.793Z,Dance,20,100,3596,191,60,31,false,true,true,true,true,1080p,0.281,6,0.3,0.078,9,50,TH,true,id
video_0020279,creator_03777,2025-03-13T17:22:27.744Z,Beauty,45,154,8980,509,30,86,true,true,true,false,true,1080p,0.577,31,0.689,0.07,6,237,DE,false,ru
video_0020280,creator_03432,2025-04-07T15:14:41.757Z,Motivation,40,129,1822,122,23,7,true,true,false,false,true,1080p,0.171,32,0.8,0.083,7,204,PH,false,hi
video_0020281,creator_00373,2025-06-11T21:03:12.343Z,Music,35,64,1012,86,18,2,true,true,false,true,true,1080p,0.808,19,0.543,0.105,5,110,TH,true,ja
video_0020282,creator_01999,2025-02-17T10:41:57.183Z,Beauty,60,178,76969,6415,1731,779,true,true,true,false,true,1080p,0.786,25,0.417,0.116,3,185,KR,true,ar
video_0020283,creator_01160,2025-05-15T23:53:36.923Z,Technology,60,90,1003,60,5,5,true,true,true,true,true,1080p,0.083,20,0.333,0.07,7,194,ID,false,pl
video_0020284,creator_01102,2025-03-27T08:15:49.567Z,Beauty,45,140,65430,4212,1034,136,true,false,true,false,true,1080p,0.627,28,0.622,0.082,3,51,TR,false,tr
video_0020285,creator_00605,2025-04-23T12:52:26.074Z,News,40,113,1043,60,13,9,true,false,false,false,true,1080p,0.642,26,0.65,0.079,3,158,KR,true,ko
video_0020286,creator_04870,2025-06-27T04:21:10.120Z,Motivation,20,48,1085,45,23,11,true,false,true,false,true,720p,0.346,17,0.85,0.073,9,126,NG,true,fr
video_0020287,creator_02905,2025-03-29T13:32:20.020Z,Music,40,138,1151,102,23,2,true,false,true,false,true,720p,0.173,25,0.625,0.11,7,124,NG,false,es
video_0020288,creator_03711,2025-08-13T22:06:59.704Z,Motivation,50,0,1171,52,17,6,true,true,true,false,true,1080p,0.515,41,0.82,0.064,7,161,DE,false,ru
video_0020289,creator_04016,2025-06-11T22:31:40.512Z,Art,15,63,1006,85,14,10,true,false,true,true,true,720p,0.326,6,0.4,0.108,5,124,PK,true,fr
video_0020290,creator_01389,2025-04-02T03:13:11.068Z,Gaming,55,134,47164,2759,713,47,true,true,true,false,true,1080p,0.402,29,0.527,0.075,8,66,NG,false,ja
video_0020291,creator_04065,2025-02-17T13:12:12.480Z,Gaming,30,178,3942,107,79,30,true,true,true,false,true,1080p,0.212,26,0.867,0.055,4,135,IR,false,hi
video_0020292,creator_02361,2025-03-28T14:18:20.552Z,Art,35,139,58350,4819,1096,241,true,false,true,true,true,720p,0.693,18,0.514,0.106,5,155,GB,false,id
video_0020293,creator_00283,2025-05-28T07:18:55.466Z,Gaming,15,78,1001,39,14,3,true,true,true,true,true,1080p,0.647,13,0.867,0.056,6,84,GB,true,es
video_0020294,creator_00021,2025-06-28T19:17:22.730Z,News,25,47,1829,65,37,4,true,false,true,true,true,720p,0.801,19,0.76,0.058,9,214,ID,true,de
video_0020295,creator_04649,2025-07-24T22:24:28.944Z,Kids,15,20,5295,481,42,35,true,false,true,false,true,1080p,0.205,12,0.8,0.105,2,249,TR,false,ko
video_0020296,creator_00176,2025-08-02T17:25:50.486Z,Music,35,12,98795,9022,1344,1082,true,true,true,false,true,1080p,0.549,17,0.486,0.116,6,169,JP,true,sv
video_0020297,creator_00604,2025-03-24T14:38:29.896Z,Motivation,50,143,1092,82,14,4,false,true,false,true,true,1080p,0.952,38,0.76,0.092,6,140,ZA,false,es
video_0020298,creator_03199,2025-04-13T15:00:40.105Z,Motivation,40,123,1001,44,18,4,true,true,true,false,true,1080p,0.61,15,0.375,0.066,6,59,TR,false,pl
video_0020299,creator_03338,2025-06-19T00:13:23.778Z,Pets,25,56,19105,1113,84,83,true,true,true,false,true,1080p,0.462,20,0.8,0.067,2,212,ZA,true,bn
video_0020300,creator_02257,2025-07-05T09:02:55.369Z,Travel,35,40,1135,76,17,6,true,true,false,false,true,1080p,0.322,22,0.629,0.087,6,106,KR,false,it
video_0020301,creator_02190,2025-06-17T13:16:06.864Z,Science,30,58,152633,12641,2611,361,true,false,false,true,true,1080p,0.831,20,0.667,0.102,9,160,ID,true,sv
video_0020302,creator_01725,2025-05-10T03:28:56.972Z,Travel,50,96,1027,57,16,3,false,true,true,false,true,1080p,0.005,29,0.58,0.074,6,88,DE,true,pt
video_0020303,creator_00335,2025-04-08T20:27:34.073Z,Beauty,15,128,1001,92,12,1,true,true,false,true,true,720p,0.714,5,0.333,0.105,5,112,BD,false,sv
video_0020304,creator_04690,2025-04-01T05:05:14.525Z,News,50,135,2983,137,33,14,false,false,true,true,true,1080p,0.143,16,0.32,0.062,3,207,GB,false,ko
video_0020305,creator_02723,2025-07-04T07:07:20.067Z,Food,40,41,1195,28,19,3,true,true,true,false,true,1080p,0.55,29,0.725,0.042,3,85,US,true,es
video_0020306,creator_03784,2025-02-20T10:14:24.014Z,Fashion,30,175,28116,1652,238,94,false,true,true,true,true,1080p,0.578,23,0.767,0.071,6,142,TR,true,bn
video_0020307,creator_00694,2025-06-07T22:45:06.648Z,Dance,50,67,1200,62,17,6,false,false,true,true,true,1080p,0.223,22,0.44,0.071,8,133,BD,false,bn
video_0020308,creator_04810,2025-04-29T20:35:06.322Z,Food,30,107,110682,9536,1894,992,true,false,true,true,true,720p,0.75,12,0.4,0.112,7,237,GB,false,vi
video_0020309,creator_04289,2025-07-16T18:21:24.375Z,Lifestyle,20,29,1101,45,6,3,true,true,false,true,true,1080p,0.106,15,0.75,0.049,9,83,JP,true,ru
video_0020310,creator_02708,2025-04-24T05:04:56.457Z,Music,50,112,64859,1429,1076,615,true,false,false,true,true,1080p,0.428,39,0.78,0.048,5,121,DE,true,pt
video_0020311,creator_00004,2025-06-07T20:28:17.301Z,Food,55,68,1171,116,17,10,true,true,true,true,true,1080p,0.161,46,0.836,0.122,6,199,PK,true,es
video_0020312,creator_04787,2025-03-11T01:14:25.423Z,Food,40,156,2479,89,52,21,false,true,true,false,true,1080p,0.303,35,0.875,0.065,6,125,IR,true,zh
video_0020313,creator_00429,2025-03-30T03:35:49.579Z,DIY,20,137,1001,97,22,3,true,true,false,true,true,1080p,0.143,10,0.5,0.122,7,177,ID,true,tr
video_0020314,creator_03888,2025-07-13T17:43:24.615Z,Pets,35,32,1001,85,12,1,true,false,true,true,true,1080p,0.142,13,0.371,0.098,3,173,PH,true,nl
video_0020315,creator_00770,2025-05-03T20:45:37.552Z,Pets,30,103,2979,248,67,18,true,true,false,true,false,720p,0.902,18,0.6,0.112,2,133,IR,true,bn
video_0020316,creator_00986,2025-06-04T18:13:36.182Z,Comedy,50,71,1581,106,23,17,true,true,false,false,true,1080p,0.113,44,0.88,0.092,3,178,PK,true,id
video_0020317,creator_04573,2025-03-16T17:14:07.465Z,Sports,35,151,1118,32,17,4,true,false,true,true,false,1080p,0.377,29,0.829,0.047,4,130,MX,true,tr
video_0020318,creator_02155,2025-05-18T06:19:35.307Z,Travel,55,88,31751,2668,537,276,true,true,true,true,false,1080p,0.493,31,0.564,0.11,4,167,PK,true,de
video_0020319,creator_02562,2025-06-03T20:57:41.828Z,Technology,30,72,1001,39,6,8,true,true,true,true,true,1080p,0.445,20,0.667,0.053,4,104,NG,true,ru
video_0020320,creator_02420,2025-02-28T08:49:24.387Z,Fitness,30,167,1007,20,17,6,true,false,true,false,true,1080p,0.359,25,0.833,0.043,8,153,IT,true,id
video_0020321,creator_02388,2025-04-11T15:14:11.562Z,Art,20,125,1003,98,17,8,false,false,true,true,true,1080p,0.394,11,0.55,0.123,7,247,PH,true,ru
video_0020322,creator_03589,2025-08-10T08:28:20.326Z,Travel,40,4,14829,1221,155,134,true,true,true,false,true,1080p,0.764,26,0.65,0.102,9,236,US,true,bn
video_0020323,creator_00775,2025-03-03T00:32:35.933Z,DIY,55,164,1011,52,8,6,true,false,true,false,true,720p,0.78,41,0.745,0.065,2,97,BR,true,th
video_0020324,creator_00304,2025-08-04T08:56:24.312Z,Education,40,10,1007,32,21,2,true,true,true,false,true,1080p,0.859,30,0.75,0.055,7,205,IN,true,bn
video_0020325,creator_02044,2025-03-19T22:44:56.082Z,Gaming,60,147,1184,27,26,1,true,false,true,true,true,720p,0.855,25,0.417,0.046,5,228,JP,true,th
video_0020326,creator_00084,2025-08-05T01:47:32.699Z,Kids,30,9,118436,7345,2286,896,false,true,true,false,true,1080p,0.971,19,0.633,0.089,8,197,BD,true,de
video_0020327,creator_03130,2025-04-18T12:49:52.656Z,Education,45,118,1086,99,16,3,true,true,false,true,true,1080p,0.462,40,0.889,0.109,5,243,MX,true,tr
video_0020328,creator_03822,2025-07-20T17:13:59.185Z,Beauty,25,25,1006,79,22,7,true,true,false,true,true,720p,0.268,17,0.68,0.107,4,219,FR,true,tr
video_0020329,creator_01183,2025-05-25T08:10:32.122Z,Beauty,60,81,1012,70,10,10,true,true,true,false,false,1080p,0.307,25,0.417,0.089,6,56,ID,true,ja
video_0020330,creator_04081,2025-07-11T05:55:38.607Z,Gaming,35,34,1208,116,17,12,true,true,true,true,true,1080p,0.049,16,0.457,0.12,5,121,IN,false,ar
video_0020331,creator_04537,2025-03-12T00:12:31.310Z,Beauty,40,155,1027,99,8,6,true,false,true,false,true,1080p,0.904,32,0.8,0.11,9,233,PK,true,ko
video_0020332,creator_03435,2025-02-27T18:55:32.972Z,Sports,55,168,4221,225,14,8,true,true,false,false,true,1080p,0.08,25,0.455,0.059,6,157,FR,true,bn
video_0020333,creator_04162,2025-08-04T14:43:45.848Z,Science,15,10,1082,41,15,4,true,true,true,false,true,1080p,0.484,5,0.333,0.055,7,109,IN,true,en
video_0020334,creator_04981,2025-04-04T08:16:08.133Z,DIY,60,132,32104,1620,261,172,true,false,true,true,true,1080p,0.086,31,0.517,0.064,5,111,VN,true,tr
video_0020335,creator_00857,2025-03-03T22:54:59.455Z,Lifestyle,15,163,1057,60,20,4,true,true,true,true,true,1080p,0.229,9,0.6,0.079,8,211,PH,false,tr
video_0020336,creator_01184,2025-06-11T01:56:22.338Z,Education,45,64,1718,166,31,9,true,false,false,false,true,720p,0.169,39,0.867,0.12,9,182,PK,true,pl
video_0020337,creator_04574,2025-03-29T13:20:10.786Z,Fitness,45,138,1027,37,6,3,true,false,true,true,true,1080p,0.747,36,0.8,0.045,6,130,ID,true,de
video_0020338,creator_04291,2025-06-09T11:53:43.151Z,DIY,25,66,10676,278,168,15,true,false,false,true,false,1080p,0.701,21,0.84,0.043,3,185,GB,false,es
video_0020339,creator_02946,2025-08-05T10:37:42.313Z,News,25,9,1003,76,12,5,true,false,true,false,true,1080p,0.357,21,0.84,0.093,6,217,GB,true,ja
video_0020340,creator_02297,2025-03-31T12:33:56.487Z,Travel,45,136,1059,62,17,1,false,true,true,false,true,1080p,0.235,20,0.444,0.076,9,101,DE,true,ko
video_0020341,creator_00735,2025-07-19T17:54:06.595Z,Food,60,26,64245,1961,1052,314,false,false,true,false,true,1080p,0.035,48,0.8,0.052,6,151,VN,true,pl
video_0020342,creator_02951,2025-02-19T02:33:13.412Z,Science,25,176,1010,21,12,1,true,false,false,false,true,1080p,0.908,13,0.52,0.034,8,150,VN,true,de
video_0020343,creator_00507,2025-03-13T11:20:21.656Z,Dance,25,154,22765,2260,258,66,true,false,true,true,true,720p,0.031,13,0.52,0.114,2,200,TR,true,es
video_0020344,creator_01021,2025-08-02T06:31:55.317Z,Gaming,35,12,1366,128,21,3,true,false,false,false,true,1080p,0.099,13,0.371,0.111,9,192,MX,true,hi
video_0020345,creator_00255,2025-04-22T11:29:31.926Z,DIY,45,114,1006,24,20,5,true,true,true,false,false,1080p,0.059,21,0.467,0.049,6,249,NG,false,ru
video_0020346,creator_03736,2025-06-21T16:14:17.522Z,Education,30,54,1006,71,22,6,true,false,true,false,true,1080p,0.233,11,0.367,0.098,7,89,TH,true,it
video_0020347,creator_01746,2025-04-16T17:20:01.325Z,Pets,50,120,18898,619,275,44,true,true,false,true,true,1080p,0.721,28,0.56,0.05,9,117,JP,true,vi
video_0020348,creator_00112,2025-06-21T11:35:38.027Z,Gaming,35,54,1069,48,12,6,false,true,true,false,true,1080p,0.117,20,0.571,0.062,2,140,DE,false,nl
video_0020349,creator_00206,2025-05-25T02:28:50.208Z,Pets,55,81,2703,76,15,18,true,true,true,true,true,1080p,0.947,33,0.6,0.04,8,141,PK,true,nl
video_0020350,creator_04012,2025-02-17T00:02:25.936Z,Fashion,60,178,1002,45,14,3,true,false,false,true,true,1080p,0.537,53,0.883,0.062,5,143,US,false,ar
video_0020351,creator_04124,2025-08-08T06:25:14.471Z,Comedy,40,6,2370,135,19,7,true,false,true,true,true,1080p,0.224,23,0.575,0.068,9,121,GB,false,hi
video_0020352,creator_01935,2025-07-20T23:15:11.737Z,Fitness,30,24,1001,20,13,5,true,false,true,true,true,720p,0.538,14,0.467,0.038,9,58,IR,false,th
video_0020353,creator_02678,2025-05-18T12:53:57.767Z,Technology,60,88,2985,85,66,21,true,true,false,false,false,720p,0.823,48,0.8,0.058,4,167,US,true,en
video_0020354,creator_04516,2025-06-21T00:36:10.247Z,Comedy,35,54,2237,214,11,22,true,true,false,true,false,1080p,0.998,27,0.771,0.11,3,61,MX,false,es
video_0020355,creator_04980,2025-07-12T12:38:14.379Z,Art,60,33,27200,1801,438,267,true,false,true,false,false,1080p,0.588,19,0.317,0.092,4,125,NG,true,th
video_0020356,creator_00105,2025-04-13T11:02:17.859Z,Education,15,123,61095,6029,795,640,false,true,true,true,true,1080p,0.822,12,0.8,0.122,4,207,IN,false,sv
video_0020357,creator_03483,2025-08-11T13:53:04.463Z,Music,40,3,1004,81,21,5,true,false,true,false,true,1080p,0.442,25,0.625,0.107,5,241,MX,true,ko
video_0020358,creator_00368,2025-05-22T01:23:12.767Z,Technology,60,84,117838,4077,1021,926,true,true,false,false,true,1080p,0.353,24,0.4,0.051,6,56,FR,false,pt
video_0020359,creator_04774,2025-07-13T18:43:42.007Z,DIY,35,32,9061,342,188,10,true,true,true,true,true,1080p,0.635,29,0.829,0.06,9,222,PH,false,nl
video_0020360,creator_03194,2025-03-07T07:21:03.130Z,Food,60,160,1008,85,14,8,true,true,true,true,false,1080p,0.06,36,0.6,0.106,7,168,IT,false,it
video_0020361,creator_04968,2025-05-17T16:50:47.446Z,Education,40,89,1463,93,20,7,true,true,true,false,true,1080p,0.363,31,0.775,0.082,7,52,VN,false,pt
video_0020362,creator_04472,2025-04-09T04:54:56.625Z,Education,60,127,1341,39,28,5,true,false,true,false,true,1080p,0.309,43,0.717,0.054,2,175,JP,false,pl
video_0020363,creator_00927,2025-08-05T06:52:36.850Z,Art,35,9,3885,356,67,34,true,true,true,false,false,1080p,0.466,28,0.8,0.118,9,63,IN,true,fr
video_0020364,creator_02688,2025-03-06T11:56:32.085Z,Beauty,60,161,1001,33,10,5,true,false,true,true,true,1080p,0.198,42,0.7,0.048,6,61,PK,false,vi
video_0020365,creator_03504,2025-05-10T21:23:08.867Z,Lifestyle,50,96,104542,4167,1377,687,true,false,true,true,true,1080p,0.851,23,0.46,0.06,4,202,KR,true,bn
video_0020366,creator_03017,2025-02-19T17:48:29.052Z,Comedy,50,176,1081,100,20,2,true,false,true,false,true,1080p,0.109,36,0.72,0.113,7,194,VN,true,zh
video_0020367,creator_03006,2025-03-08T04:26:11.075Z,DIY,40,159,1001,32,5,1,false,false,false,true,true,1080p,0.618,12,0.3,0.038,2,194,TR,true,bn
video_0020368,creator_04093,2025-06-07T01:13:01.971Z,Motivation,60,68,1098,42,23,5,true,true,false,false,false,1080p,0.158,53,0.883,0.064,5,77,IT,false,ru
video_0020369,creator_02484,2025-02-16T03:52:18.570Z,Food,40,179,37955,2629,449,272,true,true,true,true,true,1080p,0.318,34,0.85,0.088,3,143,FR,false,en
video_0020370,creator_03785,2025-03-11T02:47:19.241Z,Food,20,156,3786,84,66,27,false,false,true,false,true,1080p,0.058,17,0.85,0.047,6,80,NG,false,ru
video_0020371,creator_04839,2025-06-03T10:56:57.165Z,Gaming,60,72,31389,975,174,75,true,true,true,false,true,1080p,0.472,28,0.467,0.039,6,163,GB,true,bn
video_0020372,creator_03750,2025-04-24T12:55:26.678Z,Lifestyle,35,112,1001,37,4,8,true,true,false,true,true,720p,0.567,12,0.343,0.049,8,243,TR,true,ru
video_0020373,creator_04703,2025-05-09T15:35:05.322Z,Kids,25,97,7143,622,45,13,true,true,true,false,true,1080p,0.811,16,0.64,0.095,7,108,US,true,ja
video_0020374,creator_04214,2025-04-28T10:40:18.223Z,Kids,55,108,126511,6725,2344,1046,true,false,true,false,true,1080p,0.928,25,0.455,0.08,7,180,IR,true,tr
video_0020375,creator_02642,2025-08-14T20:12:55.846Z,Kids,45,0,1147,30,5,2,true,true,true,false,true,1080p,0.051,19,0.422,0.032,4,132,PH,true,ar
video_0020376,creator_04999,2025-07-05T04:54:55.519Z,Gaming,50,40,1001,78,4,2,true,false,true,false,true,1080p,0.31,35,0.7,0.084,5,52,ZA,true,th
video_0020377,creator_03191,2025-03-23T11:15:32.584Z,Fashion,55,144,1825,92,21,17,true,false,true,false,true,1080p,0.974,22,0.4,0.071,3,64,BD,false,it
video_0020378,creator_01870,2025-02-20T01:00:03.656Z,Comedy,35,175,1427,118,29,9,true,true,false,true,true,1080p,0.357,11,0.314,0.109,4,247,ZA,true,hi
video_0020379,creator_04275,2025-07-11T14:43:50.453Z,Motivation,30,34,8191,471,59,84,true,false,false,true,true,1080p,0.35,22,0.733,0.075,9,213,IR,true,th
video_0020380,creator_02682,2025-02-28T20:15:02.495Z,News,15,167,1007,71,11,7,false,true,false,true,false,1080p,0.923,12,0.8,0.088,2,66,PH,true,th
video_0020381,creator_04096,2025-02-28T14:31:41.149Z,Sports,55,167,1044,73,13,9,true,true,true,false,true,1080p,0.506,40,0.727,0.091,4,78,NG,true,sv
video_0020382,creator_04327,2025-03-15T15:51:42.956Z,Fashion,50,152,13070,526,188,40,true,false,true,false,true,1080p,0.153,26,0.52,0.058,3,58,TR,true,id
video_0020383,creator_03170,2025-08-09T13:59:12.132Z,Comedy,40,5,2135,61,22,8,true,false,true,false,true,720p,0.121,33,0.825,0.043,3,152,ID,true,fr
video_0020384,creator_04358,2025-05-11T06:25:52.366Z,Fashion,15,95,1994,80,31,12,true,true,true,false,true,1080p,0.729,9,0.6,0.062,3,100,US,true,ar
video_0020385,creator_02005,2025-06-03T11:55:59.521Z,Science,55,72,119512,6421,1230,587,true,true,false,true,true,720p,0.103,35,0.636,0.069,9,89,ID,true,fr
video_0020386,creator_01889,2025-03-29T18:14:43.113Z,Science,35,138,1003,73,3,1,false,true,true,false,true,720p,0.431,24,0.686,0.077,8,104,BD,true,th
video_0020387,creator_02067,2025-07-05T06:05:37.722Z,Beauty,20,40,1463,34,5,8,true,true,false,false,true,1080p,0.966,15,0.75,0.032,4,243,IT,false,de
video_0020388,creator_00516,2025-05-18T16:28:07.261Z,Sports,15,88,5665,374,74,48,true,false,true,true,true,1080p,0.126,11,0.733,0.088,9,128,FR,true,bn
video_0020389,creator_03531,2025-04-08T07:04:34.502Z,Technology,20,128,2211,215,22,17,true,true,true,true,true,720p,0.426,11,0.55,0.115,8,214,US,true,th
video_0020390,creator_01395,2025-02-17T08:14:36.735Z,Kids,35,178,1220,120,23,3,true,true,false,true,true,1080p,0.766,17,0.486,0.12,8,141,VN,false,nl
video_0020391,creator_04456,2025-06-30T23:26:37.328Z,Art,40,44,4868,465,89,45,true,true,false,false,true,720p,0.571,20,0.5,0.123,4,112,KR,true,ru
video_0020392,creator_00754,2025-08-04T17:27:44.804Z,Travel,50,10,3704,207,39,20,true,false,true,false,true,1080p,0.989,17,0.34,0.072,8,59,MX,true,es
video_0020393,creator_00685,2025-02-20T11:35:46.798Z,DIY,25,175,1089,42,19,8,true,true,true,true,true,1080p,0.162,15,0.6,0.063,8,79,IN,false,hi
video_0020394,creator_04121,2025-06-29T01:50:20.429Z,Travel,60,46,2752,171,40,29,true,true,true,false,true,720p,0.269,41,0.683,0.087,7,169,IT,true,hi
video_0020395,creator_01510,2025-07-09T20:29:56.823Z,Motivation,30,36,1124,98,15,4,true,true,true,false,true,1080p,0.383,23,0.767,0.104,9,126,IN,true,vi
video_0020396,creator_00426,2025-07-31T23:22:16.293Z,News,20,13,1003,59,20,5,false,false,false,false,true,1080p,0.237,14,0.7,0.084,4,158,GB,true,sv
video_0020397,creator_01001,2025-03-31T20:44:14.740Z,Technology,55,136,1007,21,21,9,false,true,true,true,true,720p,0.18,35,0.636,0.051,3,239,NG,false,sv
video_0020398,creator_00401,2025-02-18T00:13:42.164Z,Music,55,177,1001,38,8,2,true,true,true,true,true,1080p,0.174,35,0.636,0.048,8,200,MX,true,it
video_0020399,creator_02226,2025-04-25T10:22:21.105Z,Technology,35,111,1105,59,22,9,true,true,true,false,true,1080p,0.255,15,0.429,0.081,2,158,ID,true,sv
video_0020400,creator_03241,2025-07-24T23:15:13.366Z,Food,25,20,1001,88,17,2,true,false,true,false,true,720p,0.618,15,0.6,0.107,3,181,US,true,id
video_0020401,creator_03737,2025-06-24T15:30:59.870Z,Pets,15,51,1014,31,10,5,true,true,true,true,false,720p,0.334,5,0.333,0.045,4,230,IR,true,th
video_0020402,creator_03606,2025-03-31T19:26:02.611Z,Music,20,136,1633,56,5,17,true,true,false,true,false,720p,0.865,6,0.3,0.048,8,222,BR,true,fr
video_0020403,creator_00455,2025-03-01T08:02:50.650Z,Beauty,45,166,4186,323,58,14,true,true,true,false,false,720p,0.817,19,0.422,0.094,6,70,PH,false,pt
video_0020404,creator_02247,2025-04-30T16:56:44.673Z,Technology,45,106,7844,679,141,61,true,true,true,true,true,720p,0.821,36,0.8,0.112,9,180,ZA,true,ja
video_0020405,creator_03458,2025-06-25T01:41:04.303Z,Travel,45,50,17010,1096,224,132,true,true,false,false,true,1080p,0.009,18,0.4,0.085,5,244,VN,true,en
video_0020406,creator_00889,2025-04-06T11:46:16.193Z,Fashion,50,130,1081,96,23,1,true,true,true,true,true,1080p,0.768,27,0.54,0.111,3,109,PH,true,bn
video_0020407,creator_04723,2025-04-28T11:19:04.437Z,Gaming,35,108,20959,1643,467,172,false,true,true,true,true,720p,0.75,30,0.857,0.109,4,192,US,false,vi
video_0020408,creator_00669,2025-03-11T17:02:22.993Z,Music,15,156,2155,101,14,4,false,true,true,false,true,1080p,0.77,6,0.4,0.055,5,169,GB,true,en
video_0020409,creator_04826,2025-07-04T16:00:43.876Z,Travel,60,41,1570,41,30,4,false,false,true,false,true,1080p,0.887,39,0.65,0.048,6,113,MX,false,pl
video_0020410,creator_02228,2025-05-29T08:56:19.831Z,Fashion,35,77,1021,61,15,3,true,true,true,false,true,1080p,0.354,19,0.543,0.077,3,206,IN,true,ar
video_0020411,creator_04703,2025-06-05T11:54:11.709Z,Pets,15,70,5126,301,103,12,true,false,true,false,true,1080p,0.62,7,0.467,0.081,7,211,IR,true,ru
video_0020412,creator_04737,2025-08-05T03:36:53.698Z,DIY,20,9,1002,51,20,10,true,false,false,true,true,1080p,0.803,17,0.85,0.081,2,75,PK,true,sv
video_0020413,creator_01557,2025-08-13T13:39:38.352Z,Sports,55,1,79365,6885,1221,338,false,true,true,false,true,1080p,0.56,24,0.436,0.106,9,172,TH,false,ja
video_0020414,creator_01132,2025-03-14T01:52:46.411Z,Comedy,20,153,29412,1001,300,217,true,true,true,false,true,1080p,0.603,14,0.7,0.052,3,82,BR,true,fr
video_0020415,creator_02484,2025-07-04T23:16:08.254Z,Motivation,30,40,1316,78,16,6,true,true,true,true,true,1080p,0.419,21,0.7,0.076,6,156,MX,true,fr
video_0020416,creator_01804,2025-04-05T23:36:29.372Z,Lifestyle,20,130,1150,42,14,1,true,true,true,true,true,1080p,0.867,14,0.7,0.05,4,196,US,true,it
video_0020417,creator_00524,2025-06-02T14:01:45.233Z,Kids,30,73,1002,95,18,8,true,false,true,true,true,1080p,0.549,24,0.8,0.121,9,135,ID,true,en
video_0020418,creator_01818,2025-07-03T10:39:39.514Z,DIY,50,42,1001,52,10,1,true,true,false,true,true,1080p,0.781,15,0.3,0.063,5,192,GB,true,en
video_0020419,creator_03531,2025-06-10T16:16:04.819Z,Fitness,50,65,1025,35,7,4,true,false,true,false,true,1080p,0.805,25,0.5,0.045,4,113,US,false,nl
video_0020420,creator_01630,2025-05-15T01:15:38.592Z,News,20,91,1001,61,13,2,true,false,true,true,true,1080p,0.814,12,0.6,0.076,8,222,KR,false,zh
video_0020421,creator_03803,2025-07-10T10:36:02.439Z,Kids,35,35,2142,203,11,15,true,true,true,false,true,1080p,0.712,28,0.8,0.107,5,53,IR,false,ja
video_0020422,creator_02012,2025-02-21T07:58:08.103Z,Lifestyle,45,174,108416,9329,2236,114,true,false,true,true,true,1080p,0.487,34,0.756,0.108,7,240,US,false,es
video_0020423,creator_03060,2025-07-14T07:29:39.047Z,Art,50,31,1352,121,21,1,true,true,true,true,false,720p,0.284,39,0.78,0.106,3,56,BR,true,hi
video_0020424,creator_00119,2025-05-31T03:41:02.779Z,Sports,25,75,1001,72,5,10,true,true,false,false,true,720p,0.932,9,0.36,0.087,4,68,ID,false,bn
video_0020425,creator_04511,2025-08-04T07:49:12.070Z,Lifestyle,15,10,14861,1043,156,90,true,true,true,false,true,720p,0.042,5,0.333,0.087,6,143,VN,true,en
video_0020426,creator_04744,2025-08-10T06:23:00.023Z,Motivation,50,4,1486,67,19,10,true,true,true,false,true,1080p,0.492,44,0.88,0.065,9,230,KR,true,sv
video_0020427,creator_00001,2025-04-28T14:19:30.727Z,Music,15,108,2800,160,18,21,true,true,false,true,false,720p,0.662,10,0.667,0.071,2,241,DE,true,th
video_0020428,creator_03301,2025-05-01T07:49:18.573Z,Pets,40,105,1013,59,19,1,true,true,true,false,true,1080p,0.718,30,0.75,0.078,7,152,IT,true,ru
video_0020429,creator_03052,2025-05-07T21:27:01.691Z,Fashion,55,99,1001,74,9,7,true,true,false,true,true,1080p,0.251,23,0.418,0.09,8,129,IN,false,bn
video_0020430,creator_00820,2025-08-05T21:10:11.032Z,Art,50,9,1071,101,20,8,true,true,true,false,true,1080p,0.06,35,0.7,0.12,3,93,BR,false,ru
video_0020431,creator_00652,2025-06-19T09:19:50.353Z,Motivation,45,56,1080,48,6,6,true,false,false,false,true,1080p,0.628,19,0.422,0.056,4,220,IT,true,bn
video_0020432,creator_01802,2025-03-31T05:02:42.881Z,Beauty,35,136,51984,3732,687,377,true,true,false,true,true,1080p,0.005,25,0.714,0.092,9,231,BD,false,en
video_0020433,creator_02341,2025-03-07T14:21:57.043Z,Dance,15,160,1530,64,31,2,false,true,true,false,true,720p,0.321,8,0.533,0.063,9,116,IR,true,es
video_0020434,creator_03987,2025-08-13T12:00:10.939Z,Kids,40,1,2619,154,12,13,true,true,true,false,true,1080p,0.591,33,0.825,0.068,6,109,DE,true,es
video_0020435,creator_02872,2025-03-16T05:32:42.922Z,Travel,35,151,1010,95,15,1,true,true,true,false,true,1080p,0.595,17,0.486,0.11,4,222,US,true,nl
video_0020436,creator_01679,2025-06-24T21:13:26.182Z,Art,30,51,1012,41,8,7,true,false,true,true,true,1080p,0.784,18,0.6,0.055,8,82,DE,true,pl
video_0020437,creator_03911,2025-07-03T23:04:47.711Z,Food,50,41,1767,152,31,6,true,true,true,false,true,720p,0.381,16,0.32,0.107,7,154,KR,false,th
video_0020438,creator_03977,2025-07-29T23:36:31.770Z,Lifestyle,35,15,1361,74,20,11,true,true,true,true,true,1080p,0.814,27,0.771,0.077,3,53,ZA,true,vi
